Province,City,Latitude,Longitude
Iloilo,San Rafael,11.167,122.833
Iloilo,Santa Barbara,10.883,122.483
Iloilo,Sara,11.25,123.017
Iloilo,Tigbauan,10.717,122.383
Iloilo,Tubungan,10.783,122.3
Iloilo,Zarraga,10.817,122.6
Isabela,Cauayan City,16.767,121.783
Isabela,Santiago City,-33.45,-70.667
Isabela,Alicia,16.783,121.7
Isabela,Angadanan,16.75,121.75
Isabela,Aurora,16.99194,121.63694
Isabela,Benito Soliven,16.983,121.95
Isabela,Burgos,17.067,121.7
Isabela,Cabagan,17.433,121.767
Isabela,Cabatuan,16.95889,121.66917
Isabela,Cordon,16.667,121.45
Isabela,Delfin Albano,17.317,121.783
Isabela,Dinapigue,16.667,122.35
Isabela,Divilacan,17.333,122.3
Isabela,Echague,16.7,121.65
Isabela,Gamu,17.05,121.833
Isabela,Ilagan City,17.13,121.88
Isabela,Jones,16.55806,121.70694
Isabela,Luna,16.967,121.733
Isabela,Maconacon,17.433,122.233
Isabela,Mallig,17.2,121.617
Isabela,Naguilian,17.02667,121.835
Isabela,Palanan,17.05889,122.43
Isabela,Quezon,17.317,121.617
Isabela,Quirino,17.133,121.7
Isabela,Ramon,16.783,121.533
Isabela,Reina Mercedes,16.983,121.783
Isabela,Roxas,17.117,121.617
Isabela,San Agustin,16.517,121.75
Isabela,San Guillermo,16.767,121.8
Isabela,San Isidro,16.867,121.767
Isabela,San Manuel,17.017,121.633
Isabela,San Mariano,16.983,122.017
Isabela,San Mateo,16.883,121.583
Isabela,San Pablo,17.467,121.983
Isabela,Santa Maria,17.467,121.75
Isabela,Santo Tomas,17.4,121.767
Isabela,Tumauini,17.267,121.8
Kalinga,Tabuk,17.45,121.45833
Kalinga,Balbalan,17.45,121.15
Kalinga,Lubuagan,17.35,121.183
Kalinga,Pasil,17.383,121.15
Kalinga,Pinukpuk,17.6,121.367
Kalinga,Rizal,17.5,121.6
Kalinga,Tanudan,17.3,121.233
Kalinga,Tinglayan,17.283,121.167
La Union,San Fernando City,16.617,120.317
La Union,Agoo,16.325,120.36861
La Union,Aringay,16.383,120.417
La Union,Bacnotan,16.717,120.35
La Union,Bagulin,16.60833,120.43944
La Union,Balaoan,16.817,120.4
La Union,Bangar,16.89806,120.42306
La Union,Bauang,16.53083,120.33306
La Union,Burgos,16.517,120.467
La Union,Caba,16.433,120.35
La Union,Luna,16.85389,120.38111
La Union,Naguilian,16.533,120.4
La Union,Pugo,16.283,120.483
La Union,Rosario,16.23194,120.48806
La Union,San Gabriel,16.675,120.4
La Union,San Juan,16.66889,120.34111
La Union,Santo Tomas,16.26361,120.39389
La Union,Santol,16.767,120.45
La Union,Sudipen,16.9,120.45
La Union,Tubao,16.35,120.417
Laguna,Biñan City,14.33,121.08
Laguna,Calamba City,14.22,121.17
Laguna,San Pablo City,14.07,121.32
Laguna,Santa Rosa City,14.32,121.12
Laguna,Alaminos,14.06306,121.24806
Laguna,Bay,14.183,121.283
Laguna,Cabuyao,14.27833,121.12472
Laguna,Calauan,14.15,121.317
Laguna,Cavinti,14.25,121.517
Laguna,Famy,14.433,121.45
Laguna,Kalayaan,14.35,121.567
Laguna,Liliw,14.133,121.433
Laguna,Los Baños,14.167,121.217
Laguna,Luisiana,14.183,121.517
Laguna,Lumban,14.29806,121.46
Laguna,Mabitac,14.4275,121.42667
Laguna,Magdalena,14.2,121.433
Laguna,Majayjay,14.15,121.467
Laguna,Nagcarlan,14.133,121.417
Laguna,Paete,14.367,121.483
Laguna,Pagsanjan,14.27306,121.45389
Laguna,Pakil,14.383,121.483
Laguna,Pangil,14.40306,121.46611
Laguna,Pila,14.233,121.367
Laguna,Rizal,14.10917,121.39444
Laguna,San Pedro,14.3583,121.0583
Laguna,Santa Cruz,14.27861,121.41556
Laguna,Santa Maria,14.47,121.42611
Laguna,Siniloan,14.417,121.45
Laguna,Victoria,14.22694,121.32806
Lanao del Norte,Iligan City,8.23,124.25
Lanao del Norte,Bacolod,8.183,124.017
Lanao del Norte,Baloi,8.117,124.217
Lanao del Norte,Baroy,8.033,123.783
Lanao del Norte,Kapatagan,7.9,123.767
Lanao del Norte,Kauswagan,8.183,124.083
Lanao del Norte,Kolambugan,8.117,123.9
Lanao del Norte,Lala,7.967,123.75
Lanao del Norte,Linamon,8.183,124.167
Lanao del Norte,Magsaysay,8.033,123.917
Lanao del Norte,Maigo,8.15,123.967
Lanao del Norte,Matungao,8.133,124.167
Lanao del Norte,Munai,7.983,124.067
Lanao del Norte,Nunungan,7.817,123.967
Lanao del Norte,Pantao Ragat,8.05,124.15
Lanao del Norte,Pantar,8.067,124.267
Lanao del Norte,Poona Piagapo,8.083,124.083
Lanao del Norte,Salvador,7.9,123.85
Lanao del Norte,Sapad,7.85,123.833
Lanao del Norte,Sultan Naga Dimaporo,7.783,123.75
Lanao del Norte,Tagoloan,8.133,124.267
Lanao del Norte,Tangcal,8.0,124.0
Lanao del Norte,Tubod,8.05,123.8
Lanao del Sur,Marawi City,8.0,124.3
Lanao del Sur,Bacolod-Kalawi,7.85,124.133
Lanao del Sur,Balabagan,7.533,124.117
Lanao del Sur,Balindong,7.917,124.2
Lanao del Sur,Bayang,7.79306,124.19194
Lanao del Sur,Binidayan,7.8,124.167
Lanao del Sur,Buadiposo-Buntong,7.967,124.383
Lanao del Sur,Bubong,8.017,124.483
Lanao del Sur,Bumbaran,7.8,124.65
Lanao del Sur,Butig,7.717,124.3
Lanao del Sur,Calanogas,7.75,124.1
Lanao del Sur,Ditsaan-Ramain,7.967,124.35
Lanao del Sur,Ganassi,7.833,124.1
Lanao del Sur,Kapai,8.083,124.4
Lanao del Sur,Kapatagan,7.45,124.133
Lanao del Sur,Lumba-Bayabao,7.883,124.383
Lanao del Sur,Lumbaca-Unayan,7.767,124.25
Lanao del Sur,Lumbatan,7.783,124.25
Lanao del Sur,Lumbayanague,7.783,124.283
Lanao del Sur,Madalum,7.85,124.117
Lanao del Sur,Madamba,7.883,124.067
Lanao del Sur,Maguing,7.9,124.4
Lanao del Sur,Malabang,7.583,124.067
Lanao del Sur,Marantao,7.95,124.233
Lanao del Sur,Marogong,7.667,124.15
Lanao del Sur,Masiu,7.817,124.317
Lanao del Sur,Mulondo,7.933,124.383
Lanao del Sur,Pagayawan,7.733,124.117
Lanao del Sur,Piagapo,8.0,124.2
Lanao del Sur,Poona Bayabao,7.85,124.35
Lanao del Sur,Pualas,7.817,124.067
Lanao del Sur,Saguiaran,8.033,124.267
Lanao del Sur,Sultan Dumalondong,7.67778,124.26778
Lanao del Sur,Picong,7.683,123.95
Lanao del Sur,Tagoloan II,8.10917,124.43917
Lanao del Sur,Tamparan,7.883,124.333
Lanao del Sur,Taraka,7.9,124.35
Lanao del Sur,Tubaran,7.717,124.167
Lanao del Sur,Tugaya,7.883,124.167
Lanao del Sur,Wao,7.683,124.683
Leyte,Ormoc City,11.02,124.62
Leyte,Tacloban City,11.24,125.0
Leyte,Abuyog,10.733,125.017
Leyte,Alangalang,11.2,124.85
Leyte,Albuera,10.917,124.7
Leyte,Babatngon,11.417,124.85
Leyte,Barugo,11.317,124.733
Leyte,Bato,10.333,124.8
Leyte,Baybay,10.683,124.8
Leyte,Burauen,10.983,124.9
Leyte,Calubian,11.45,124.417
Leyte,Capoocan,11.283,124.65
Leyte,Carigara,11.3,124.683
Leyte,Dagami,11.06111,124.90306
Leyte,Dulag,10.95,125.033
Leyte,Hilongos,10.367,124.75
Leyte,Hindang,10.45,124.8
Leyte,Inopacan,10.5,124.75
Leyte,Isabel,10.933,124.433
Leyte,Jaro,11.183,124.783
Leyte,Javier,10.8,124.933
Leyte,Julita,10.967,124.967
Leyte,Kananga,11.183,124.567
Leyte,La Paz,10.883,124.95
Leyte,Leyte,11.367,124.483
Leyte,Liloan,,
Leyte,MacArthur,10.85,124.95
Leyte,Mahaplag,10.583,124.983
Leyte,Matag-ob,11.117,124.467
Leyte,Matalom,10.283,124.8
Leyte,Mayorga,10.9,125.0
Leyte,Merida,10.917,124.533
Leyte,Palo,11.1575,124.99083
Leyte,Palompon,11.05,124.383
Leyte,Pastrana,11.133,124.883
Leyte,San Isidro,11.417,124.35
Leyte,San Miguel,11.267,124.833
Leyte,Santa Fe,11.183,124.917
Leyte,Sogod,,
Leyte,Tabango,11.317,124.367
Leyte,Tabontabon,11.03,124.97
Leyte,Tanauan,11.12,125.02
Leyte,Tolosa,11.033,125.017
Leyte,Tunga,11.25,124.75
Leyte,Villaba,11.217,124.4
Maguindanao,Cotabato City,7.2,124.85
Maguindanao,Ampatuan,6.867,124.467
Maguindanao,Barira,7.483,124.3
Maguindanao,Buldon,7.517,124.367
Maguindanao,Buluan,6.86667,124.75
Maguindanao,Datu Abdullah Sangki,6.751722,124.491861
Maguindanao,Datu Anggal Midtimbang,6.93333,124.33333
Maguindanao,Datu Blah T. Sinsuat,6.92278,123.96833
Maguindanao,Datu Hoffer Ampatuan,6.8666694,124.45
Maguindanao,Datu Montawal,7.1,124.76667
Maguindanao,Datu Odin Sinsuat,7.18889,124.18389
Maguindanao,Datu Paglas,6.76694,124.85
Maguindanao,Datu Piang,7.03333,124.5
Maguindanao,Datu Salibo,7.0166694,124.5
Maguindanao,Datu Saudi-Ampatuan,6.95722,124.44444
Maguindanao,Datu Unsay,6.92083,124.45333
Maguindanao,General Salipada K. Pendatun,6.79694,124.7025
Maguindanao,Guindulungan,6.96583,124.34806
Maguindanao,Kabuntalan,7.11667,124.38333
Maguindanao,Mamasapano,6.97194,124.48111
Maguindanao,Mangudadatu,6.6875,124.825
Maguindanao,Matanog,7.467,124.25
Maguindanao,Northern Kabuntalan,7.13333,124.46667
Maguindanao,Pagalungan,7.057,124.701
Maguindanao,Paglat,6.7,124.78333
Maguindanao,Pandag,6.78333,124.8
Maguindanao,Parang,7.33333,124.31667
Maguindanao,Rajah Buayan,6.91083,124.55083
Maguindanao,Shariff Aguak,6.86472,124.44167
Maguindanao,Shariff Saydona Mustapha,6.9666694,124.5
Maguindanao,South Upi,6.8548444,124.1443028
Maguindanao,Sultan Kudarat,7.233,124.25
Maguindanao,Sultan Mastura,7.283,124.3
Maguindanao,Sultan sa Barongis,6.8,124.63333
Maguindanao,Talayan,6.96667,124.41667
Maguindanao,Talitay,6.99667,124.70528
Maguindanao,Upi,7.02889,124.165
Marinduque,Boac,13.45,121.833
Marinduque,Buenavista,13.25389,121.94361
Marinduque,Gasan,13.317,121.85
Marinduque,Mogpog,13.47444,121.86139
Marinduque,Santa Cruz,13.47667,122.02667
Marinduque,Torrijos,13.317,122.083
Masbate,Masbate City,12.17,123.58
Masbate,Aroroy,12.5,123.4
Masbate,Baleno,12.467,123.483
Masbate,Balud,12.033,123.2
Masbate,Batuan,12.417,123.767
Masbate,Cataingan,12.0,123.983
Masbate,Cawayan,12.033,123.683
Masbate,Claveria,12.9,123.25
Masbate,Dimasalang,12.183,123.867
Masbate,Esperanza,11.733,124.05
Masbate,Mandaon,12.233,123.283
Masbate,Milagros,12.233,123.5
Masbate,Mobo,12.333,123.65
Masbate,Monreal,12.633,123.667
Masbate,Palanas,12.15,123.917
Masbate,Pio V. Corpuz,11.9,124.033
Masbate,Placer,11.867,123.917
Masbate,San Fernando,12.483,123.75
Masbate,San Jacinto,12.567,123.733
Masbate,San Pascual,13.133,122.983
Masbate,Uson,12.217,123.783
Metro Manila,Caloocan,14.65,120.97
Metro Manila,Las Piñas,14.45,120.98
Metro Manila,Makati,14.55,121.03
Metro Manila,Malabon,14.66,120.96
Metro Manila,Mandaluyong,14.58,121.03
Metro Manila,Manila,14.58,121.0
Metro Manila,Marikina,14.65,121.1
Metro Manila,Muntinlupa,14.38,121.05
Metro Manila,Navotas,14.6667,120.9417
Metro Manila,Parañaque,14.47,121.02
Metro Manila,Pasay,14.55,121.0
Metro Manila,Pasig,,
Metro Manila,Quezon City,14.63,121.03
Metro Manila,San Juan City,14.6,121.03
Metro Manila,Taguig,14.52,121.05
Metro Manila,Valenzuela City,,
Metro Manila,Pateros,14.5417,121.0667
Misamis Occidental,Oroquieta City,8.483,123.8
Misamis Occidental,Ozamiz City,8.15,123.85
Misamis Occidental,Tangub City,8.067,123.75
Misamis Occidental,Aloran,8.417,123.817
Misamis Occidental,Baliangao,8.667,123.6
Misamis Occidental,Bonifacio,8.1,123.6
Misamis Occidental,Calamba,8.55833,123.64167
Misamis Occidental,Clarin,8.2,123.85
Misamis Occidental,Concepcion,8.417,123.6
Misamis Occidental,Don Victoriano Chiongbian,8.3,123.583
Misamis Occidental,Jimenez,8.333,123.833
Misamis Occidental,Lopez Jaena,8.55,123.767
Misamis Occidental,Panaon,8.367,123.833
Misamis Occidental,Plaridel,8.617,123.7
Misamis Occidental,Sapang Dalaga,8.55,123.567
Misamis Occidental,Sinacaban,8.283,123.733
Misamis Occidental,Tudela,8.25,123.833
Misamis Oriental,Cagayan de Oro,8.48,124.65
Misamis Oriental,Gingoog City,8.817,125.1
Misamis Oriental,Alubijid,8.567,124.467
Misamis Oriental,Balingasag,8.75,124.783
Misamis Oriental,Balingoan,9.0,124.85
Misamis Oriental,Binuangan,8.917,124.8
Misamis Oriental,Claveria,8.617,124.883
Misamis Oriental,El Salvador,8.567,124.517
Misamis Oriental,Gitagum,8.6,124.4
Misamis Oriental,Initao,8.5,124.317
Misamis Oriental,Jasaan,8.65,124.75
Misamis Oriental,Kinoguitan,8.983,124.817
Misamis Oriental,Lagonglong,8.8,124.783
Misamis Oriental,Laguindingan,8.583,124.45
Misamis Oriental,Libertad,8.55833,124.35
Misamis Oriental,Lugait,8.333,124.267
Misamis Oriental,Magsaysay,9.017,125.183
Misamis Oriental,Manticao,8.383,124.283
Misamis Oriental,Medina,8.917,125.017
Misamis Oriental,Naawan,8.433,124.3
Misamis Oriental,Opol,8.517,124.567
Misamis Oriental,Salay,8.867,124.8
Misamis Oriental,Sugbongcogon,8.95,124.783
Misamis Oriental,Tagoloan,8.533,124.75
Misamis Oriental,Talisayan,8.99167,124.88333
Misamis Oriental,Villanueva,8.583,124.783
Mountain Province,Barlig,17.083,121.15
Mountain Province,Bauko,16.983,120.867
Mountain Province,Besao,17.1,120.817
Mountain Province,Bontoc,17.08722,120.97556
Mountain Province,Natonin,17.1,121.283
Mountain Province,Paracelis,17.267,121.467
Mountain Province,Sabangan,16.95,120.917
Mountain Province,Sadanga,17.167,121.033
Mountain Province,Sagada,17.083,120.9
Mountain Province,Tadian,17.0,120.817
Negros Occidental,Bacolod City,10.67,122.95
Negros Occidental,Bago City,10.533,122.833
Negros Occidental,Cadiz City,10.95,123.3
Negros Occidental,Escalante City,10.833,123.5
Negros Occidental,Himamaylan City,10.1,122.867
Negros Occidental,Kabankalan City,9.983,122.817
Negros Occidental,La Carlota City,,
Negros Occidental,Sagay City,10.9,123.417
Negros Occidental,San Carlos City,10.42,123.38
Negros Occidental,Silay City,10.8,122.967
Negros Occidental,Sipalay City,9.75,122.4
Negros Occidental,Talisay City,10.733,122.967
Negros Occidental,Victorias City,10.9,123.083
Negros Occidental,Binalbagan,10.2,122.867
Negros Occidental,Calatrava,10.6,123.483
Negros Occidental,Candoni,9.8310444,122.6429806
Negros Occidental,Cauayan,9.967,122.617
Negros Occidental,Enrique B. Magalona,10.883,122.967
Negros Occidental,Hinigaran,10.267,122.85
Negros Occidental,Hinoba-an,9.583,122.467
Negros Occidental,Ilog,10.033,122.767
Negros Occidental,Isabela,10.2,122.983
Negros Occidental,La Castellana,10.35,123.067
Negros Occidental,Manapla,10.95,123.12
Negros Occidental,Moises Padilla,10.267,123.083
Negros Occidental,Murcia,10.6,123.03
Negros Occidental,Pontevedra,10.367,122.883
Negros Occidental,Pulupandan,10.517,122.8
Negros Occidental,Salvador Benedicto,10.55,123.233
Negros Occidental,San Enrique,10.417,122.85
Negros Occidental,Toboso,10.717,123.517
Negros Occidental,Valladolid,10.467,122.833
Negros Oriental,Bais City,9.583,123.117
Negros Oriental,Bayawan City,9.367,122.8
Negros Oriental,Canlaon City,10.383,123.2
Negros Oriental,Guihulngan City,10.117,123.267
Negros Oriental,Dumaguete City,9.317,123.3
Negros Oriental,Tanjay City,9.517,123.1583
Negros Oriental,Amlan,9.45,123.233
Negros Oriental,Ayungon,9.85,123.133
Negros Oriental,Bacong,9.25,123.283
Negros Oriental,Basay,9.417,122.633
Negros Oriental,Bindoy,9.767,123.133
Negros Oriental,Dauin,9.2,123.267
Negros Oriental,Jimalalud,9.983,123.2
Negros Oriental,La Libertad,10.033,123.217
Negros Oriental,Mabinay,9.733,122.917
Negros Oriental,Manjuyod,9.683,123.15
Negros Oriental,Pamplona,9.467,123.117
Negros Oriental,San Jose,9.417,123.233
Negros Oriental,Santa Catalina,9.333,122.867
Negros Oriental,Siaton,9.067,123.033
Negros Oriental,Sibulan,9.35,123.283
Negros Oriental,Tayasan,9.917,123.15
Negros Oriental,Valencia,9.283,123.25
Negros Oriental,Vallehermoso,10.333,123.317
Negros Oriental,Zamboanguita,9.117,123.2
Northern Samar,Allen,12.5,124.283
Northern Samar,Biri,12.667,124.383
Northern Samar,Bobon,12.517,124.567
Northern Samar,Capul,12.417,124.183
Northern Samar,Catarman,12.45,124.65
Northern Samar,Catubig,12.4,125.05
Northern Samar,Gamay,12.383,125.3
Northern Samar,Laoang,12.567,125.017
Northern Samar,Lapinig,,
Northern Samar,Las Navas,,
Northern Samar,Lavezares,12.533,124.333
Northern Samar,Lope de Vega,12.3,124.617
Northern Samar,Mapanas,,
Northern Samar,Mondragon,12.517,124.75
Northern Samar,Palapag,,
Northern Samar,Pambujan,12.567,124.933
Northern Samar,Rosario,12.517,124.417
Northern Samar,San Antonio,12.417,124.267
Northern Samar,San Isidro,,
Northern Samar,San Jose,,
Northern Samar,San Roque,,
Northern Samar,San Vicente,12.35,124.05
Northern Samar,Silvino Lobos,12.3,124.833
Northern Samar,Victoria,12.45,124.317
Nueva Ecija,Cabanatuan City,15.48,120.97
Nueva Ecija,Gapan City,15.283,120.967
Nueva Ecija,Science City of Muñoz,15.717,120.9
Nueva Ecija,Palayan City,15.533,121.083
Nueva Ecija,San Jose City,15.783,121.0
Nueva Ecija,Aliaga,15.5,120.84389
Nueva Ecija,Bongabon,15.63111,121.14389
Nueva Ecija,Cabiao,15.25,120.85
Nueva Ecija,Carranglan,15.967,121.067
Nueva Ecija,Cuyapo,15.783,120.667
Nueva Ecija,Gabaldon,15.533,121.317
Nueva Ecija,General Mamerto Natividad,15.6,121.05
Nueva Ecija,General Tinio,15.35,121.05
Nueva Ecija,Guimba,15.65806,120.76889
Nueva Ecija,Jaen,15.333,120.9
Nueva Ecija,Laur,15.583,121.183
Nueva Ecija,Licab,15.55,120.767
Nueva Ecija,Llanera,15.667,121.017
Nueva Ecija,Lupao,15.883,120.9
Nueva Ecija,Nampicuan,15.733,120.633
Nueva Ecija,Pantabangan,15.817,121.15
Nueva Ecija,Peñaranda,15.35,121.0
Nueva Ecija,Quezon,15.55,120.817
Nueva Ecija,Rizal,15.683,121.167
Nueva Ecija,San Antonio,15.383,120.8
Nueva Ecija,San Isidro,15.267,120.9
Nueva Ecija,San Leonardo,15.367,120.967
Nueva Ecija,Santa Rosa,15.42389,120.93889
Nueva Ecija,Santo Domingo,15.583,120.867
Nueva Ecija,Talavera,15.583,120.917
Nueva Ecija,Talugtug,15.77889,120.81111
Nueva Ecija,Zaragoza,15.45306,120.79111
Nueva Vizcaya,Alfonso Castaneda,15.8,121.3
Nueva Vizcaya,Ambaguio,16.517,121.017
Nueva Vizcaya,Aritao,16.3,121.033
Nueva Vizcaya,Bagabag,16.6,121.267
Nueva Vizcaya,Bambang,16.383,121.117
Nueva Vizcaya,Bayombong,16.483,121.15
Nueva Vizcaya,Diadi,16.633,121.35
Nueva Vizcaya,Dupax del Norte,16.28639,121.09417
Nueva Vizcaya,Dupax del Sur,16.283,121.1
Nueva Vizcaya,Kasibu,16.317,121.283
Nueva Vizcaya,Kayapa,16.417,120.917
Nueva Vizcaya,Quezon,16.5,121.267
Nueva Vizcaya,Santa Fe,16.16194,120.93889
Nueva Vizcaya,Solano,16.52389,121.19194
Nueva Vizcaya,Villaverde,16.583,121.2
Occidental Mindoro,Abra de Ilog,13.45,120.733
Occidental Mindoro,Calintaan,12.57556,120.94278
Occidental Mindoro,Looc,13.72167,120.25056
Occidental Mindoro,Lubang,13.85778,120.12333
Occidental Mindoro,Magsaysay,12.333,121.15
Occidental Mindoro,Mamburao,13.217,120.6
Occidental Mindoro,Paluan,13.417,120.467
Occidental Mindoro,Rizal,12.467,120.967
Occidental Mindoro,Sablayan,12.817,120.767
Occidental Mindoro,San Jose,12.35,121.067
Occidental Mindoro,Santa Cruz,13.117,120.85
Oriental Mindoro,Calapan City,13.4,121.183
Oriental Mindoro,Baco,13.4125,121.12861
Oriental Mindoro,Bansud,12.833,121.367
Oriental Mindoro,Bongabong,12.717,121.367
Oriental Mindoro,Bulalacao,12.333,121.35
Oriental Mindoro,Gloria,12.917,121.467
Oriental Mindoro,Mansalay,12.517,121.433
Oriental Mindoro,Naujan,13.317,121.3
Oriental Mindoro,Pinamalayan,13.0,121.417
Oriental Mindoro,Pola,13.14389,121.44
Oriental Mindoro,Puerto Galera,13.5,120.95
Oriental Mindoro,Roxas,12.583,121.5
Oriental Mindoro,San Teodoro,13.433,121.017
Oriental Mindoro,Socorro,13.067,121.4
Oriental Mindoro,Victoria,13.367,121.2
Palawan,Puerto Princesa City,9.75,118.75
Palawan,Aborlan,9.433,118.55
Palawan,Agutaya,11.15,120.95
Palawan,Araceli,10.333,119.6
Palawan,Balabac,7.983,117.05
Palawan,Bataraza,8.667,117.617
Palawan,Brookes Point,,
Palawan,Busuanga,12.167,119.95
Palawan,Cagayancillo,9.48194,121.03611
Palawan,Coron,12.0,120.2
Palawan,Culion,11.83528,119.99333
Palawan,Cuyo,10.85,121.017
Palawan,Dumaran,10.533,119.767
Palawan,El Nido,11.333,119.683
Palawan,Kalayaan,11.05,114.283
Palawan,Linapacan,11.5,119.867
Palawan,Magsaysay,10.867,121.05
Palawan,Narra,9.283,118.417
Palawan,Quezon,9.233,118.033
Palawan,Rizal,8.683,117.35
Palawan,Roxas,10.333,119.333
Palawan,San Vicente,10.533,119.283
Palawan,Sofronio Española,9.05,118.033
Palawan,Taytay,10.817,119.517
Pampanga,Angeles City,15.15,120.58
Pampanga,City of San Fernando,15.033,120.683
Pampanga,Apalit,14.95,120.767
Pampanga,Arayat,15.15,120.767
Pampanga,Bacolor,15.0,120.65
Pampanga,Candaba,15.09333,120.82833
Pampanga,Floridablanca,14.933,120.5
Pampanga,Guagua,14.967,120.633
Pampanga,Lubao,14.933,120.6
Pampanga,Mabalacat,15.217,120.583
Pampanga,Macabebe,14.90806,120.71556
Pampanga,Magalang,15.217,120.667
Pampanga,Masantol,14.9,120.717
Pampanga,Mexico,15.067,120.717
Pampanga,Minalin,14.967,120.683
Pampanga,Porac,15.07194,120.54194
Pampanga,San Luis,15.04,120.79194
Pampanga,San Simon,14.99306,120.77694
Pampanga,Santa Ana,15.09389,120.76806
Pampanga,Santa Rita,14.99528,120.61528
Pampanga,Santo Tomas,14.967,120.717
Pampanga,Sasmuan,14.933,120.617
Pangasinan,Alaminos City,16.16028,119.98028
Pangasinan,Dagupan City,16.03,120.33
Pangasinan,San Carlos City,15.92806,120.34889
Pangasinan,Urdaneta City,15.97611,120.57111
Pangasinan,Agno,16.117,119.8
Pangasinan,Aguilar,15.833,120.2
Pangasinan,Alcala,15.84722,120.52417
Pangasinan,Anda,16.283,119.967
Pangasinan,Asingan,16.0,120.667
Pangasinan,Balungao,15.9,120.7
Pangasinan,Bani,16.2,119.85
Pangasinan,Basista,15.85,120.4
Pangasinan,Bautista,15.783,120.5
Pangasinan,Bayambang,15.81056,120.45472
Pangasinan,Binalonan,16.05,120.6
Pangasinan,Binmaley,16.033,120.267
Pangasinan,Bolinao,16.333,119.883
Pangasinan,Bugallon,15.917,120.183
Pangasinan,Burgos,16.04639,119.85667
Pangasinan,Calasiao,16.017,120.367
Pangasinan,Dasol,15.98972,119.88056
Pangasinan,Infanta,15.817,119.9
Pangasinan,Labrador,16.0,120.117
Pangasinan,Laoac,16.033,120.55
Pangasinan,Lingayen,16.02,120.23083
Pangasinan,Mabini,16.06972,119.94
Pangasinan,Malasiqui,15.917,120.417
Pangasinan,Manaoag,16.04389,120.48556
Pangasinan,Mangaldan,16.067,120.4
Pangasinan,Mangatarem,15.783,120.3
Pangasinan,Mapandan,16.017,120.45
Pangasinan,Natividad,16.05,120.817
Pangasinan,Pozzorubio,16.117,120.55
Pangasinan,Rosales,15.883,120.633
Pangasinan,San Fabian,16.15,120.45
Pangasinan,San Jacinto,16.0725,120.44111
Pangasinan,San Manuel,16.067,120.667
Pangasinan,San Nicolas,16.07,120.76528
Pangasinan,San Quintin,15.98444,120.815
Pangasinan,Santa Barbara,16.00306,120.40083
Pangasinan,Santa Maria,15.98083,120.70028
Pangasinan,Santo Tomas,15.71194,120.58472
Pangasinan,Sison,16.15694,120.52222
Pangasinan,Sual,16.067,120.1
Pangasinan,Tayug,16.02361,120.74778
Pangasinan,Umingan,15.9,120.8
Pangasinan,Urbiztondo,15.817,120.35
Pangasinan,Villasis,15.9,120.583
Quezon,Lucena City,,
Quezon,Tayabas City,14.017,121.583
Quezon,Agdangan,13.867,121.917
Quezon,Alabat,14.1,122.017
Quezon,Atimonan,14.0,121.917
Quezon,Buenavista,13.73944,122.4675
Quezon,Burdeos,14.84361,121.96972
Quezon,Calauag,13.9575,122.2875
Quezon,Candelaria,13.93111,121.42333
Quezon,Catanauan,13.59167,122.325
Quezon,Dolores,14.09417,121.33139
Quezon,General Luna,13.68806,122.17083
Quezon,General Nakar,14.767,121.617
Quezon,Guinayangan,13.9,122.45
Quezon,Gumaca,13.917,122.1
Quezon,Infanta,14.7425,121.64944
Quezon,Jomalig,14.7125,122.36972
Quezon,Lopez,13.883,122.267
Quezon,Lucban,14.11333,121.55694
Quezon,Macalelon,13.75,122.133
Quezon,Mauban,14.183,121.717
Quezon,Mulanay,13.5,122.417
Quezon,Padre Burgos,13.917,121.8
Quezon,Pagbilao,13.967,121.7
Quezon,Panukulan,14.933,121.817
Quezon,Patnanungan,14.783,122.183
Quezon,Perez,14.183,121.933
Quezon,Pitogo,13.783,122.083
Quezon,Plaridel,13.95,122.017
Quezon,Polillo,14.717,121.95
Quezon,Quezon,14.05,122.133
Quezon,Real,14.667,121.6
Quezon,Sampaloc,14.167,121.583
Quezon,San Andres,13.367,122.65
Quezon,San Antonio,13.9,121.3
Quezon,San Francisco,13.25,122.583
Quezon,San Narciso,13.57,122.565
Quezon,Sariaya,13.967,121.533
Quezon,Tagkawayan,13.967,122.533
Quezon,Tiaong,13.95,121.317
Quezon,Unisan,13.833,121.983
Quirino,Aglipay,16.467,121.65
Quirino,Cabarroguis,16.583,121.5
Quirino,Diffun,16.6,121.467
Quirino,Maddela,16.35,121.7
Quirino,Nagtipunan,16.217,121.6
Quirino,Saguday,16.517,121.6
Rizal,Antipolo City,14.583,121.167
Rizal,Angono,14.533,121.15
Rizal,Baras,14.517,121.267
Rizal,Binangonan,14.45139,121.19194
Rizal,Cainta,14.567,121.117
Rizal,Cardona,14.48611,121.22889
Rizal,Jalajala,14.35306,121.32222
Rizal,Morong,14.51194,121.23889
Rizal,Pililla,14.483,121.3
Rizal,Rodriguez,14.717,121.117
Rizal,San Mateo,14.717,121.117
Rizal,Tanay,14.5,121.283
Rizal,Taytay,14.567,121.133
Rizal,Teresa,14.567,121.2
Romblon,Alcantara,12.267,122.05
Romblon,Banton,12.95,122.08
Romblon,Cajidiocan,12.367,122.683
Romblon,Calatrava,12.617,122.067
Romblon,Concepcion,12.925,121.7083
Romblon,Corcuera,12.8,122.05
